date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,movingAverage,standardDeviation,BollingerBandsUpper,BollingerBandsLower,change,gain,loss,AvgU,AvgD,rs,rsi
2013-08-12,94.09,94.58,93.12,93.51,1863.55,94.09,94.58,93.12,93.51,1863.55,0.0,1.0,93.7875,3.487383086137394,100.76226617227478,86.81273382772521,0.5799999999999983,0.5799999999999983,0.0,0.8741981963447075,0.7982449733439138,1.0951502678214426,52.270726574671436
2013-08-13,95.35,96.18,93.31,94.0,7203.73,95.35,96.18,93.31,94.0,7203.73,0.0,1.0,94.206,3.1091670910395774,100.42433418207916,87.98766581792084,1.259999999999991,1.259999999999991,0.0,0.9017554680343706,0.7412274752479199,1.2165704836194295,54.885260478290604
2013-08-14,98.15,98.19,94.24,95.37,12840.29,98.15,98.19,94.24,95.37,12840.29,0.0,1.0,94.6925,2.9110965107224422,100.51469302144488,88.8703069785551,2.8000000000000114,2.8000000000000114,0.0,1.0373443631747734,0.6882826555873544,1.5071487778368367,60.11405430583189
2013-08-15,99.19,101.0,97.03,97.75,17997.72,99.19,101.0,97.03,97.75,17997.72,0.0,1.0,95.144,2.8711090833377626,100.88621816667553,89.40178183332448,1.039999999999992,1.039999999999992,0.0,1.037534051519432,0.6391196087596862,1.6233800955237982,61.881238570565024
2013-08-16,98.08,100.01,96.68,99.19,9533.32,98.08,100.01,96.68,99.19,9533.32,0.0,1.0,95.5505,2.665172009853931,100.88084401970787,90.22015598029213,-1.1099999999999994,0.0,1.1099999999999994,0.9634244764109011,0.6727539224197085,1.4320607346973637,58.882605778163835
2013-08-17,98.25,99.0,96.5,98.09,9306.11,98.25,99.0,96.5,98.09,9306.11,0.0,1.0,96.05499999999999,2.0842403639552822,100.22348072791056,91.88651927208943,0.1700000000000017,0.1700000000000017,0.0,0.9067512995244084,0.6247000708183007,1.451498634115162,59.208625039232885
2013-08-18,99.71,99.82,97.48,98.26,5533.57,99.71,99.82,97.48,98.26,5533.57,0.0,1.0,96.405,2.0807020576322786,100.56640411526456,92.24359588473544,1.4599999999999937,1.4599999999999937,0.0,0.946269063844093,0.5800786371884222,1.6312772151557862,61.995642487224806
2013-08-19,99.3,99.99,98.41,99.71,2757.61,99.3,99.99,98.41,99.71,2757.61,0.0,1.0,96.7005,2.0494093500845945,100.7993187001692,92.60168129983082,-0.4099999999999966,0.0,0.4099999999999966,0.878678416426658,0.5679301631035347,1.547159269768303,60.74057826423383
2013-08-20,102.85,105.16,99.0,99.32,20223.51,102.85,105.16,99.0,99.32,20223.51,0.0,1.0,97.0145,2.4669275051758452,101.94835501035169,92.0806449896483,3.549999999999997,3.549999999999997,0.0,1.0694871009676106,0.5273637228818536,2.0279876194806254,66.97476589512857
2013-08-21,104.87,104.88,100.38,102.85,11512.55,104.87,104.88,100.38,102.85,11512.55,0.0,1.0,97.344,3.022415207117348,103.38883041423469,91.2991695857653,2.0200000000000102,2.0200000000000102,0.0,1.137380879469925,0.4896948855331499,2.322631730636954,69.90337536419366
2013-08-22,110.43,114.0,104.56,104.87,23925.72,110.43,114.0,104.56,104.87,23925.72,0.0,1.0,98.03450000000001,4.19741960206425,106.42933920412851,89.6396607958715,5.560000000000002,5.560000000000002,0.0,1.4532822452220735,0.45471667942363914,3.1960170167149635,76.16787548724257
2013-08-23,109.12,113.02,107.98,111.52,12231.93,109.12,113.02,107.98,111.52,12231.93,0.0,1.0,98.698,4.834415656193196,108.36683131238638,89.0291686876136,-1.3100000000000023,0.0,1.3100000000000023,1.349476370563354,0.5158083451790937,2.6162360170710355,72.34693766448495
2013-08-24,107.65,109.9,104.2,109.12,9469.68,107.65,109.9,104.2,109.12,9469.68,0.0,1.0,99.303,5.165512253601681,109.63402450720336,88.97197549279663,-1.4699999999999989,0.0,1.4699999999999989,1.2530852012374003,0.5839648919520154,2.145822837137899,68.21181446728227
2013-08-25,109.15,110.33,106.64,107.91,4332.69,109.15,110.33,106.64,107.91,4332.69,0.0,1.0,99.9415,5.55940954361955,111.06031908723911,88.8226809127609,1.5,1.5,0.0,1.270721972577586,0.542253113955443,2.3434111116639924,70.09042661516109
2013-08-26,113.12,113.28,109.15,109.15,9343.16,113.12,113.28,109.15,109.15,9343.16,0.0,1.0,100.707,6.26033217548178,113.22766435096355,88.18633564903644,3.969999999999999,3.969999999999999,0.0,1.463527545964901,0.5035207486729114,2.9065883577234928,74.40221726911777
2013-08-27,111.9,113.3,110.27,113.12,10842.8,111.9,113.3,110.27,113.12,10842.8,0.0,1.0,101.4175,6.691424893493708,114.80034978698743,88.03465021301258,-1.2199999999999989,0.0,1.2199999999999989,1.3589898641102656,0.5546978380534177,2.4499642343646455,71.01419226207825
2013-08-28,117.75,118.93,111.76,111.85,18924.74,117.75,118.93,111.76,111.85,18924.74,0.0,1.0,102.45049999999999,7.530323593382751,117.5111471867655,87.38985281323448,5.849999999999994,5.849999999999994,0.0,1.6797763023881032,0.515076563906745,3.2612167201849775,76.53252426089725
2013-08-29,117.91,119.63,117.04,117.74,10195.73,117.91,119.63,117.04,117.74,10195.73,0.0,1.0,103.63250000000001,8.018212082503457,119.66892416500693,87.59607583499309,0.1599999999999966,0.1599999999999966,0.0,1.571220852217524,0.4782853807705489,3.2851115994517435,76.66338491329037
2013-08-30,118.5,120.0,117.0,117.91,9789.34,118.5,120.0,117.0,117.91,9789.34,0.0,1.0,104.944,8.2048710820883,121.3537421641766,88.53425783582341,0.5900000000000034,0.5900000000000034,0.0,1.501133648487701,0.4441221392869382,3.380001841155343,77.1689593688339
2013-08-31,124.86,126.14,118.04,118.91,17374.36,124.86,126.14,118.04,118.91,17374.36,0.0,1.0,106.5115,8.872927052201492,124.25735410440298,88.76564589559702,6.359999999999999,6.359999999999999,0.0,1.8481955307385796,0.41239912933787126,4.481569914335066,81.7570510706274
2013-09-01,128.0,134.95,124.8,124.86,19981.34,128.0,134.95,124.8,124.86,19981.34,0.0,1.0,108.207,9.585667535715405,127.3783350714308,89.03566492856919,3.1400000000000006,3.1400000000000006,0.0,1.9404672785429669,0.3829420486708805,5.067260921797338,83.51809798706061
2013-09-02,130.66,132.09,126.79,127.9,8021.56,130.66,132.09,126.79,127.9,8021.56,0.0,1.0,109.97250000000001,10.31684972062209,130.6061994412442,89.33880055875584,2.6599999999999966,2.6599999999999966,0.0,1.991862472932755,0.355589045194389,5.601585593965271,84.8521239970874
2013-09-03,130.15,132.0,128.52,130.65,8939.4,130.15,132.0,128.52,130.65,8939.4,0.0,1.0,111.57250000000002,10.854226377921346,133.28095275584272,89.86404724415732,-0.5099999999999909,0.0,0.5099999999999909,1.849586582008987,0.3666183991090749,5.044991158391658,83.45737861647986
2013-09-04,129.18,131.0,127.0,129.4,11994.58,129.18,131.0,127.0,129.4,11994.58,0.0,1.0,113.072,11.1218091106952,135.3156182213904,90.82838177860961,-0.9699999999999989,0.0,0.9699999999999989,1.7174732547226306,0.409717084886998,4.191851690041967,80.739049192834
2013-09-05,122.81,129.94,115.21,129.2,18821.05,122.81,129.94,115.21,129.2,18821.05,0.0,1.0,114.30850000000001,10.73530343012475,135.7791068602495,92.8378931397505,-6.3700000000000045,0.0,6.3700000000000045,1.5947965936710145,0.8354515788236414,1.9089036804701114,65.62278748815812
2013-09-06,122.5,127.5,116.07,121.65,19236.83,122.5,127.5,116.07,121.65,19236.83,0.0,1.0,115.521,10.181278432806076,135.88355686561215,95.15844313438785,-0.3100000000000023,0.0,0.3100000000000023,1.4808825512659418,0.7979193231933814,1.8559301776766715,64.98513836870094
2013-09-07,117.67,124.54,115.21,122.0,19391.21,117.67,124.54,115.21,122.0,19391.21,0.0,1.0,116.41900000000001,9.481318418204028,135.38163683640806,97.45636316359196,-4.829999999999998,0.0,4.829999999999998,1.3751052261755174,1.0859250858224256,1.2662984253044318,55.87518444903521
2013-09-08,119.93,122.16,115.5,116.56,9677.0,119.93,122.16,115.5,116.56,9677.0,0.0,1.0,117.45049999999999,8.602324334002708,134.6551486680054,100.24585133199457,2.260000000000005,2.260000000000005,0.0,1.4383119957344095,1.008359008263681,1.4263887999682527,58.78648961728293
2013-09-09,118.34,120.94,116.0,119.91,5458.69,118.34,120.94,116.0,119.91,5458.69,0.0,1.0,118.225,7.88609469089048,133.99718938178094,102.45281061821903,-1.5900000000000034,0.0,1.5900000000000034,1.3355754246105231,1.0499047933877041,1.27209193921389,55.98769650377859
2013-09-10,121.68,124.13,115.0,118.37,21345.73,121.68,124.13,115.0,118.37,21345.73,0.0,1.0,119.0655,7.258648181380579,133.58279636276114,104.54820363723884,3.3400000000000034,3.3400000000000034,0.0,1.4787486085669144,0.9749115938600109,1.5168027725591395,60.26704949219448
2013-09-11,122.07,124.26,120.8,121.68,11319.89,122.07,124.26,120.8,121.68,11319.89,0.0,1.0,119.64750000000001,6.99154442316286,133.63058884632574,105.6644111536743,0.38999999999998636,0.38999999999998636,0.0,1.400980850812134,0.9052750514414388,1.5475747935187207,60.74698169631378
2013-09-12,127.55,127.72,118.0,122.08,18550.21,127.55,127.72,118.0,122.08,18550.21,0.0,1.0,120.569,6.741037636822678,134.05107527364535,107.08692472635465,5.480000000000004,5.480000000000004,0.0,1.6923393614684106,0.8406125477670503,2.013221627447548,66.8129290294825
2013-09-13,126.38,128.5,123.1,127.54,13856.21,126.38,128.5,123.1,127.54,13856.21,0.0,1.0,121.50550000000001,6.124655500516534,133.7548110010331,109.25618899896695,-1.1700000000000017,0.0,1.1700000000000017,1.5714579785063811,0.8641402229265468,1.8185219676320488,64.52041135446109
2013-09-14,127.71,128.79,125.05,126.38,9309.95,127.71,128.79,125.05,126.38,9309.95,0.0,1.0,122.43350000000001,5.5313958217478625,133.49629164349574,111.37070835650428,1.3299999999999983,1.3299999999999983,0.0,1.5542109800416395,0.8024159212889365,1.9369144340320166,65.95065935825971
2013-09-15,124.49,128.0,123.05,127.71,8711.86,124.49,128.0,123.05,127.71,8711.86,0.0,1.0,123.002,5.09052018849561,133.18304037699122,112.82095962300878,-3.219999999999999,0.0,3.219999999999999,1.4431959100386655,0.9751004983397266,1.4800483770605701,59.67820590720771
2013-09-16,125.36,126.25,123.0,124.49,5360.88,125.36,126.25,123.0,124.49,5360.88,0.0,1.0,123.675,4.386592611224562,132.44818522244913,114.90181477755087,0.8700000000000045,0.8700000000000045,0.0,1.4022533450359038,0.9054504627440317,1.5486803560586582,60.7640088086046
2013-09-17,126.27,126.71,124.03,125.36,7602.35,126.27,126.71,124.03,125.36,7602.35,0.0,1.0,124.101,4.1902178061725825,132.48143561234517,115.72056438765483,0.9099999999999966,0.9099999999999966,0.0,1.3670923918190534,0.8407754296908868,1.6259899415967334,61.919122988264384
2013-09-18,126.92,127.69,125.47,126.28,8852.61,126.92,127.69,125.47,126.28,8852.61,0.0,1.0,124.55149999999999,3.9680291740766895,132.48755834815336,116.61544165184661,0.6500000000000057,0.6500000000000057,0.0,1.3158715066891216,0.7807200418558233,1.6854588535491002,62.762415865042925
2013-09-19,127.0,128.0,124.2,126.92,13495.71,127.0,128.0,124.2,126.92,13495.71,0.0,1.0,124.97649999999999,3.7340668883033956,132.4446337766068,117.5083662233932,0.0799999999999983,0.0799999999999983,0.0,1.2275949704970412,0.7249543245804074,1.6933411235356857,62.87139451956055
2013-09-20,124.18,127.95,123.02,127.0,10236.25,124.18,127.95,123.02,127.0,10236.25,0.0,1.0,124.94250000000002,3.7382769391381663,132.41905387827634,117.46594612172369,-2.819999999999993,0.0,2.819999999999993,1.1399096154615385,0.874600444253235,1.3033490011942925,56.58495523337986
2013-09-21,122.91,126.02,121.16,124.17,10505.08,122.91,126.02,121.16,124.17,10505.08,0.0,1.0,124.68800000000002,3.692146145252474,132.07229229050498,117.30370770949507,-1.2700000000000102,0.0,1.2700000000000102,1.0584875000714287,0.902843269663719,1.172393410503777,53.967822072885944
2013-09-22,123.39,124.1,121.7,122.92,4154.19,123.39,124.1,121.7,122.92,4154.19,0.0,1.0,124.32449999999999,3.421174736688451,131.16684947337689,117.48215052662309,0.480000000000004,0.480000000000004,0.0,1.0171669643520411,0.838354464687739,1.2132898519612516,54.81838950673925
2013-09-23,123.27,123.5,122.35,123.38,2882.09,123.27,123.5,122.35,123.38,2882.09,0.0,1.0,123.9805,3.1388322920956795,130.25816458419138,117.70283541580865,-0.12000000000000455,0.0,0.12000000000000455,0.9445121811840381,0.7870434314957581,1.2000763152155585,54.54703125141265
2013-09-24,122.63,123.99,121.54,123.27,7736.93,122.63,123.99,121.54,123.27,7736.93,0.0,1.0,123.65299999999999,2.900426647383096,129.4538532947662,117.85214670523379,-0.6400000000000006,0.0,0.6400000000000006,0.8770470253851784,0.7765403292460612,1.1294288169639541,53.039050094862716
2013-09-25,123.86,124.01,121.77,122.81,10183.17,123.86,124.01,121.77,122.81,10183.17,0.0,1.0,123.7055,2.8938600609980134,129.49322012199602,117.91777987800397,1.230000000000004,1.230000000000004,0.0,0.9022579521433803,0.7210731628713426,1.2512710201979402,55.580647952725116
2013-09-26,123.25,125.0,123.23,123.75,8053.18,123.25,125.0,123.23,123.75,8053.18,0.0,1.0,123.74300000000001,2.882252591291723,129.50750518258346,117.97849481741656,-0.6099999999999994,0.0,0.6099999999999994,0.8378109555617101,0.7131393655233895,1.1748207938946424,54.01919998156665
2013-09-27,124.84,124.9,123.0,123.32,7784.84,124.84,124.9,123.0,123.32,7784.84,0.0,1.0,124.10149999999999,2.5088459813034807,129.11919196260695,119.08380803739303,1.5900000000000034,1.5900000000000034,0.0,0.8915387444501597,0.6622008394145761,1.346326811120221,57.38019123079602
2013-09-28,126.95,126.96,124.35,124.85,12117.32,126.95,126.96,124.35,124.85,12117.32,0.0,1.0,124.45250000000001,2.382395687230448,129.2172913744609,119.68770862553912,2.1099999999999994,2.1099999999999994,0.0,0.9785716912751482,0.6149007794563921,1.5914302338993005,61.41127062119248
2013-09-29,126.54,127.0,124.01,126.95,6320.26,126.54,127.0,124.01,126.95,6320.26,0.0,1.0,124.8625,1.9395248332917348,128.74154966658347,120.98345033341653,-0.4099999999999966,0.0,0.4099999999999966,0.9086737133269234,0.600265009495221,1.5137875754094872,60.21939125715093
2013-09-30,127.01,128.8,126.08,126.5,6745.39,127.01,128.8,126.08,126.5,6745.39,0.0,1.0,125.12899999999999,1.8430006996621997,128.8150013993244,121.4429986006756,0.46999999999999886,0.46999999999999886,0.0,0.8773398766607146,0.5573889373884194,1.5740173832142916,61.15022351747855
2013-10-01,126.25,127.53,122.77,127.0,11530.52,126.25,127.53,122.77,127.0,11530.52,0.0,1.0,125.338,1.7100618640725753,128.75812372814514,121.91787627185484,-0.7600000000000051,0.0,0.7600000000000051,0.8146727426135206,0.5718611561463899,1.424598845117177,58.75606383242042
2013-10-02,127.33,127.93,125.54,126.25,7513.83,127.33,127.93,125.54,126.25,7513.83,0.0,1.0,125.32700000000003,1.6957317935916267,128.7184635871833,121.93553641281677,1.0799999999999983,1.0799999999999983,0.0,0.8336246895696976,0.5310139307073619,1.569873484221457,61.08757858549018
2013-10-03,103.85,127.8,85.0,127.31,60639.39,103.85,127.8,85.0,127.31,60639.39,0.0,1.0,124.2005,5.075261439986955,134.35102287997393,114.0499771200261,-23.480000000000004,0.0,23.480000000000004,0.7740800688861479,2.1702272213711225,0.3566815775156916,26.290736413538866
2013-10-04,117.63,118.79,102.0,103.85,26112.76,117.63,118.79,102.0,103.85,26112.76,0.0,1.0,123.69650000000001,5.207190650791663,134.11088130158333,113.2821186984167,13.780000000000001,13.780000000000001,0.0,1.7030743496799947,2.015210991273185,0.8451096967290823,45.80268036243321
2013-10-05,121.94,122.98,116.48,117.62,13194.58,121.94,122.98,116.48,117.62,13194.58,0.0,1.0,123.56899999999999,5.217946662091222,134.00489332418243,113.13310667581754,4.310000000000002,4.310000000000002,0.0,1.8892833247028524,1.871267349039386,1.0096276866438754,50.239539062580135
2013-10-06,121.2,122.29,121.11,121.94,2942.64,121.2,122.29,121.11,121.94,2942.64,0.0,1.0,123.36100000000002,5.225703578920709,133.81240715784145,112.9095928421586,-0.7399999999999949,0.0,0.7399999999999949,1.7543345157955061,1.7904625383937152,0.9798219611840521,49.490407743434666
2013-10-07,122.49,122.49,121.13,121.25,3926.34,122.49,122.49,121.13,121.25,3926.34,0.0,1.0,123.172,5.183138248712936,133.53827649742587,112.80572350257412,1.289999999999992,1.289999999999992,0.0,1.7211677646672552,1.6625723570798787,1.0352438240283826,50.86583788173901
2013-10-08,123.5,124.49,120.11,122.49,11885.13,123.5,124.49,120.11,122.49,11885.13,0.0,1.0,123.001,5.1088611358375156,133.21872227167503,112.78327772832498,1.0100000000000051,1.0100000000000051,0.0,1.670370067191023,1.54381718871703,1.081974005341373,51.9686606348366
2013-10-09,124.13,125.17,122.17,123.5,13183.37,124.13,125.17,122.17,123.5,13183.37,0.0,1.0,122.8575,5.030326844043293,132.9181536880866,112.79684631191341,0.6299999999999955,0.6299999999999955,0.0,1.5960579195345213,1.4335445323800993,1.1133647288128556,52.682090962986216
2013-10-10,125.9,127.99,122.3,124.5,18933.76,125.9,127.99,122.3,124.5,18933.76,0.0,1.0,122.9435,5.068683286926272,133.08086657385255,112.80613342614745,1.7700000000000102,1.7700000000000102,0.0,1.608482353853485,1.3311484943529497,1.2083417895727275,54.71715453098041
2013-10-11,126.8,126.8,124.9,125.79,11382.15,126.8,126.8,124.9,125.79,11382.15,0.0,1.0,123.13799999999999,5.141443172373365,133.42088634474672,112.85511365525326,0.8999999999999915,0.8999999999999915,0.0,1.557876471435378,1.2360664590420245,1.2603500888154207,55.75906560014033
2013-10-12,127.38,127.42,125.93,126.8,7866.7,127.38,127.42,125.93,126.8,7866.7,0.0,1.0,123.3375,5.228411125260208,133.79432225052042,112.88067774947959,0.5799999999999983,0.5799999999999983,0.0,1.488028152047137,1.14777599768188,1.2964447375206063,56.45442785269607
2013-10-13,127.98,128.0,126.01,127.38,7571.27,127.98,128.0,126.01,127.38,7571.27,0.0,1.0,123.57300000000001,5.330292872373062,134.23358574474614,112.91241425525388,0.6000000000000085,0.6000000000000085,0.0,1.4245975697580562,1.0657919978474601,1.336656282497206,57.20380410715388
2013-10-14,132.82,133.0,127.57,127.58,12574.15,132.82,133.0,127.57,127.58,12574.15,0.0,1.0,124.08250000000001,5.708969742985484,135.500439485971,112.66456051402903,4.839999999999989,4.839999999999989,0.0,1.6685548862039086,0.9896639980012129,1.685981191165715,62.769657386692266
2013-10-15,135.42,138.22,132.0,132.83,21256.28,135.42,138.22,132.0,132.83,21256.28,0.0,1.0,124.6605,6.245259654962536,137.15101930992506,112.16998069007492,2.5999999999999943,2.5999999999999943,0.0,1.7350866800464864,0.9189737124296978,1.8880699813045216,65.37480024814681
2013-10-16,142.76,147.39,134.09,135.43,22232.08,142.76,147.39,134.09,135.43,22232.08,0.0,1.0,125.636,7.4255337571756765,140.48706751435134,110.78493248564864,7.340000000000003,7.340000000000003,0.0,2.135437631471738,0.8533327329704337,2.502467734992801,71.44870201061094
2013-10-17,137.56,147.0,137.38,142.75,26332.9,137.56,147.0,137.38,142.75,26332.9,0.0,1.0,126.272,7.884330629399838,142.04066125879967,110.50333874120032,-5.199999999999989,0.0,5.199999999999989,1.9829063720808993,1.1638089663296878,1.7038074370009406,63.01511763318476
2013-10-18,143.94,145.0,135.0,137.54,16767.05,143.94,145.0,135.0,137.54,16767.05,0.0,1.0,127.1215,8.820897003557901,144.7632940071158,109.47970599288419,6.3799999999999955,6.3799999999999955,0.0,2.296984488360835,1.0806797544489959,2.125499694895269,68.00511605765783
2013-10-19,152.89,154.69,143.23,143.94,23007.23,152.89,154.69,143.23,143.94,23007.23,0.0,1.0,128.439,10.53145059234272,149.50190118468544,107.37609881531455,8.949999999999989,8.949999999999989,0.0,2.772199882049346,1.0034883434169248,2.762563113199577,73.42237273065625
2013-10-20,166.0,172.0,152.44,152.89,37966.98,166.0,172.0,152.44,152.89,37966.98,0.0,1.0,130.3885,13.455762324626981,157.30002464925394,103.47697535074603,13.110000000000014,13.110000000000014,0.0,3.5106141761886795,0.9318106046014302,3.76751902033815,79.02472972348892
2013-10-21,166.59,166.6,162.54,166.0,5667.35,166.59,166.6,162.54,166.0,5667.35,0.0,1.0,132.40550000000002,15.647681676277623,163.70086335255527,101.11013664744478,0.5900000000000034,0.5900000000000034,0.0,3.3019988778894884,0.8652527042727566,3.8162248572973985,79.23684982264002
2013-10-22,180.13,181.93,166.05,166.6,33107.72,180.13,181.93,166.05,166.6,33107.72,0.0,1.0,135.0455,18.868832690584572,172.78316538116914,97.30783461883087,13.539999999999992,13.539999999999992,0.0,4.033284672325952,0.8034489396818455,5.019963899539249,83.38860470448108
2013-10-23,189.75,196.27,179.0,180.15,41865.07,189.75,196.27,179.0,180.15,41865.07,0.0,1.0,139.3405,21.04519784578971,181.4308956915794,97.25010430842057,9.620000000000005,9.620000000000005,0.0,4.432335767159814,0.7460597297045707,5.940993181490921,85.59283990270106
2013-10-24,203.96,203.96,185.0,189.74,24326.01,203.96,203.96,185.0,189.74,24326.01,0.0,1.0,143.657,24.864683494128165,193.38636698825633,93.92763301174368,14.210000000000008,14.210000000000008,0.0,5.130740355219827,0.6927697490113872,7.406126440338393,88.10391436415577
2013-10-25,193.87,206.6,156.2,203.94,55593.93,193.87,206.6,156.2,203.94,55593.93,0.0,1.0,147.2535,26.693009389410747,200.6395187788215,93.86748122117851,-10.090000000000003,0.0,10.090000000000003,4.7642589012755545,1.3640004812248596,3.4928571997256883,77.7424486124096
2013-10-26,186.6,194.0,167.67,194.0,32779.54,186.6,194.0,167.67,194.0,32779.54,0.0,1.0,150.52349999999998,27.331611209656163,205.1867224193123,95.86027758068767,-7.27000000000001,0.0,7.27000000000001,4.423954694041586,1.7858575897087992,2.477215831505889,71.24135951126948
2013-10-27,179.56,190.0,177.0,187.5,9644.32,179.56,190.0,177.0,187.5,9644.32,0.0,1.0,153.377,27.229738406459656,207.83647681291933,98.91752318708069,-7.039999999999992,0.0,7.039999999999992,4.107957930181473,2.1611534761581703,1.9008173068226923,65.52695691493531
2013-10-28,194.0,195.0,179.5,180.39,10095.57,194.0,195.0,179.5,180.39,10095.57,0.0,1.0,156.902,27.7173657516464,212.33673150329278,101.46726849670719,14.439999999999998,14.439999999999998,0.0,4.845960935168511,2.0067853707183008,2.4147878521926676,70.71560391788643
2013-10-29,196.62,197.5,190.8,194.99,12248.66,196.62,197.5,190.8,194.99,12248.66,0.0,1.0,160.5265,27.945031057228924,216.41656211445786,104.63643788554215,2.6200000000000045,2.6200000000000045,0.0,4.686963725513617,1.8634435585241367,2.515216360631675,71.55224892557388
2013-10-30,204.69,205.0,195.32,196.62,16744.51,204.69,205.0,195.32,196.62,16744.51,0.0,1.0,164.46599999999998,28.35730434074615,221.1806086814923,107.75139131850767,8.069999999999993,8.069999999999993,0.0,4.928609173691216,1.7303404472009842,2.84834650988121,74.01481396146762
2013-10-31,197.54,206.0,195.0,204.0,25494.15,197.54,206.0,195.0,204.0,25494.15,0.0,1.0,168.00300000000001,27.818539842115825,223.64007968423167,112.36592031576836,-7.150000000000006,0.0,7.150000000000006,4.576565661284701,2.117458986686629,2.1613479600122263,68.36792366266026
2013-11-01,203.54,203.75,195.1,197.58,13741.49,203.54,203.75,195.1,197.58,13741.49,0.0,1.0,171.811,27.17020909204199,226.15141818408398,117.47058181591603,6.0,6.0,0.0,4.678239542621506,1.9662119162090121,2.3793160361073715,70.40821310243896
2013-11-02,202.15,203.54,200.23,203.54,4962.81,202.15,203.54,200.23,203.54,4962.81,0.0,1.0,175.5195,25.90511420245285,227.3297284049057,123.7092715950943,-1.3899999999999864,0.0,1.3899999999999864,4.344079575291399,1.9250539221940817,2.2566015035777447,69.29314197941054
2013-11-03,204.86,205.15,201.2,202.14,6600.1,204.86,205.15,201.2,202.14,6600.1,0.0,1.0,179.1215,24.632620065998044,228.38674013199608,129.85625986800392,2.710000000000008,2.710000000000008,0.0,4.227359605627729,1.7875500706087906,2.3648901785380514,70.28134806959818
2013-11-04,210.0,210.0,203.51,204.86,11227.96,210.0,210.0,203.51,204.86,11227.96,0.0,1.0,182.85049999999998,23.27649061878394,229.40348123756786,136.2975187624321,5.139999999999986,5.139999999999986,0.0,4.2925482052257475,1.6598679227081625,2.5860781731489983,72.1143836883544
2013-11-05,226.83,230.4,207.22,210.0,28261.79,226.83,230.4,207.22,210.0,28261.79,0.0,1.0,187.054,23.246579012609484,233.54715802521898,140.56084197478103,16.830000000000013,16.830000000000013,0.0,5.188080476281052,1.5413059282290082,3.3660290155649126,77.09589202373608
2013-11-06,242.9,250.79,226.0,227.29,42583.7,242.9,250.79,226.0,227.29,42583.7,0.0,1.0,192.321,23.375604895072765,239.07220979014554,145.56979020985446,16.069999999999993,16.069999999999993,0.0,5.965360442260978,1.4312126476412217,4.168046203401342,80.6503277903775
2013-11-07,263.24,265.0,241.11,242.9,40026.71,263.24,265.0,241.11,242.9,40026.71,0.0,1.0,198.286,25.504507424127873,249.29501484825573,147.27698515174427,20.340000000000003,20.340000000000003,0.0,6.992120410670908,1.328983172809706,5.261255788429831,84.02876301830858
2013-11-08,291.0,297.8,263.24,263.24,49703.85,291.0,297.8,263.24,263.24,49703.85,0.0,1.0,205.1915,30.728427139600097,266.6483542792002,143.7346457207998,27.75999999999999,27.75999999999999,0.0,8.475540381337272,1.2340558033232985,6.868036565698842,87.2903488481541
2013-11-09,334.0,334.45,288.81,291.0,40186.16,334.0,334.45,288.81,291.0,40186.16,0.0,1.0,213.5915,40.772116668522486,295.13573333704494,132.04726666295502,43.0,43.0,0.0,10.941573211241755,1.145908960228777,9.548379139174637,90.51987052412447
2013-11-10,341.24,363.65,298.95,333.9,44361.21,341.24,363.65,298.95,333.9,44361.21,0.0,1.0,222.324,48.20177539861971,318.7275507972394,125.9204492027606,7.240000000000009,7.240000000000009,0.0,10.677175124724487,1.064058320212436,10.034389019760516,90.9374230126454
2013-11-11,323.0,341.24,265.01,341.24,67237.41,323.0,341.24,265.01,341.24,67237.41,0.0,1.0,229.46750000000003,52.052374117957626,333.57224823591525,125.36275176408478,-18.24000000000001,0.0,18.24000000000001,9.914519758672737,2.29091129734012,4.327762393150737,81.23039418414042
2013-11-12,343.91,349.9,310.1,323.0,26943.38,343.91,349.9,310.1,323.0,26943.38,0.0,1.0,237.1755,57.036869006395065,351.2492380127901,123.10176198720987,20.910000000000025,20.910000000000025,0.0,10.69991120448183,2.1272747761015403,5.029867944041798,83.41588888380026
2013-11-13,354.96,357.0,340.01,343.63,19748.28,354.96,357.0,340.01,343.63,19748.28,0.0,1.0,244.7255,62.17155936980932,369.06861873961867,120.38238126038136,11.049999999999955,11.049999999999955,0.0,10.724917547018839,1.9753265778085731,5.429440208776546,84.4465463939622
2013-11-14,393.5,399.89,354.94,354.94,38689.8,393.5,399.89,354.94,354.94,38689.8,0.0,1.0,254.70700000000002,69.20439452885422,393.11578905770847,116.29821094229158,38.54000000000002,38.54000000000002,0.0,12.71170915080321,1.8342318222508178,6.930263119742657,87.39007792174681
2013-11-15,416.95,421.97,381.0,393.5,31638.48,416.95,421.97,381.0,393.5,31638.48,0.0,1.0,266.2245,76.09788976083817,418.4202795216763,114.02872047832363,23.44999999999999,23.44999999999999,0.0,13.478729925745839,1.7032152635186166,7.913697237482814,88.78131067998451
2013-11-16,412.0,431.36,390.0,416.88,32323.21,412.0,431.36,390.0,416.88,32323.21,0.0,1.0,277.8465,79.82389526655767,437.4942905331153,118.19870946688465,-4.949999999999989,0.0,4.949999999999989,12.51596350247828,1.935128458981572,6.467768816270335,86.60911947593692
